# Cycle: 9, status: ACC, move: ('wf', 9000, 2, 120)
#     Time       Orderp
         0     0.296158
         1     0.302639
         2     0.309703
         3     0.317321
         4     0.324105
         5     0.329816
         6     0.337389
         7     0.341174
         8     0.347703
         9     0.351668
        10     0.356458
        11     0.359327
        12     0.363389
        13     0.365728
        14     0.368628
        15     0.371445
        16     0.375755
        17     0.378508
        18     0.383491
        19     0.388026
        20     0.392594
        21     0.397172
        22     0.401771
        23     0.406000
        24     0.408471
        25     0.411887
        26     0.413241
        27     0.414465
        28     0.414825
        29     0.415645
        30     0.415323
        31     0.415914
        32     0.416535
        33     0.417525
        34     0.418712
        35     0.420663
        36     0.422455
        37     0.424594
        38     0.427212
        39     0.429340
        40     0.432716
        41     0.434336
        42     0.437430
        43     0.439295
        44     0.439916
        45     0.441286
        46     0.441749
        47     0.440674
        48     0.441155
        49     0.440320
        50     0.439435
        51     0.439418
        52     0.438174
        53     0.438378
        54     0.436583
        55     0.436870
        56     0.435089
        57     0.434670
        58     0.434075
        59     0.434338
        60     0.433045
        61     0.435442
        62     0.434626
        63     0.436203
        64     0.437446
        65     0.438640
        66     0.439258
        67     0.441006
        68     0.440874
        69     0.441495
        70     0.440982
        71     0.440453
        72     0.439282
        73     0.438038
        74     0.436414
        75     0.435112
        76     0.433516
        77     0.431989
        78     0.431384
        79     0.429613
        80     0.429222
        81     0.428003
        82     0.426837
        83     0.426052
        84     0.424300
        85     0.423347
        86     0.421710
        87     0.420288
        88     0.418884
        89     0.417747
        90     0.415772
        91     0.415707
        92     0.413141
        93     0.412256
        94     0.410939
        95     0.407392
        96     0.405807
        97     0.402598
        98     0.398796
        99     0.395616
       100     0.392975
       101     0.387816
       102     0.386455
       103     0.381531
       104     0.378662
       105     0.374284
       106     0.370525
       107     0.365334
       108     0.360977
       109     0.356177
       110     0.351642
       111     0.346059
       112     0.341884
       113     0.336025
       114     0.329081
       115     0.323991
       116     0.315694
       117     0.308961
       118     0.302540
       119     0.294707
