# Cycle: 43, status: ACC, move: ('wf', 9000, 2, 97)
#     Time       Orderp
         0     0.294931
         1     0.302411
         2     0.310528
         3     0.317326
         4     0.323120
         5     0.329730
         6     0.334445
         7     0.340093
         8     0.344887
         9     0.350047
        10     0.354071
        11     0.359688
        12     0.362825
        13     0.367892
        14     0.371125
        15     0.374951
        16     0.378070
        17     0.381200
        18     0.383728
        19     0.386401
        20     0.388554
        21     0.390618
        22     0.392622
        23     0.394156
        24     0.395910
        25     0.397084
        26     0.398514
        27     0.399456
        28     0.400575
        29     0.401363
        30     0.402265
        31     0.402911
        32     0.403735
        33     0.404207
        34     0.405214
        35     0.405619
        36     0.406802
        37     0.407551
        38     0.408816
        39     0.409942
        40     0.411534
        41     0.412678
        42     0.414646
        43     0.415632
        44     0.417259
        45     0.418414
        46     0.418921
        47     0.419908
        48     0.420075
        49     0.419876
        50     0.420074
        51     0.419471
        52     0.418533
        53     0.418305
        54     0.416740
        55     0.415753
        56     0.414645
        57     0.413281
        58     0.411577
        59     0.411389
        60     0.408998
        61     0.409169
        62     0.407676
        63     0.407271
        64     0.405983
        65     0.406153
        66     0.403582
        67     0.403639
        68     0.401305
        69     0.399611
        70     0.398007
        71     0.395877
        72     0.393928
        73     0.392006
        74     0.390103
        75     0.387643
        76     0.385889
        77     0.382770
        78     0.380488
        79     0.376774
        80     0.373676
        81     0.369332
        82     0.365481
        83     0.360960
        84     0.356445
        85     0.352021
        86     0.347725
        87     0.343194
        88     0.339153
        89     0.335215
        90     0.330381
        91     0.326307
        92     0.320872
        93     0.315332
        94     0.308936
        95     0.302319
        96     0.294247
