# Cycle: 67, status: ACC, move: ('wf', 9000, 2, 41)
#     Time       Orderp
         0     0.293499
         1     0.301474
         2     0.310587
         3     0.316674
         4     0.325510
         5     0.332165
         6     0.339439
         7     0.346111
         8     0.353026
         9     0.357226
        10     0.364166
        11     0.367975
        12     0.373426
        13     0.378728
        14     0.383637
        15     0.389098
        16     0.395205
        17     0.399947
        18     0.405896
        19     0.411319
        20     0.415820
        21     0.421214
        22     0.425904
        23     0.430436
        24     0.435361
        25     0.439820
        26     0.444588
        27     0.448840
        28     0.453746
        29     0.457695
        30     0.462349
        31     0.466240
        32     0.470826
        33     0.473833
        34     0.478932
        35     0.481592
        36     0.485855
        37     0.489599
        38     0.493364
        39     0.496677
        40     0.501640
