# Cycle: 78, status: ACC, move: ('wf', 9000, 1, 87)
#     Time       Orderp
         0     0.298403
         1     0.301493
         2     0.304684
         3     0.306400
         4     0.306893
         5     0.306600
         6     0.306813
         7     0.307513
         8     0.309198
         9     0.311896
        10     0.314996
        11     0.319479
        12     0.324183
        13     0.329410
        14     0.334070
        15     0.339417
        16     0.341817
        17     0.346232
        18     0.348165
        19     0.352167
        20     0.354112
        21     0.358361
        22     0.359576
        23     0.363015
        24     0.363471
        25     0.365236
        26     0.366196
        27     0.367553
        28     0.369504
        29     0.371874
        30     0.374349
        31     0.377698
        32     0.380995
        33     0.384449
        34     0.388366
        35     0.392043
        36     0.395563
        37     0.399211
        38     0.402557
        39     0.405186
        40     0.408626
        41     0.410627
        42     0.413201
        43     0.415094
        44     0.416793
        45     0.417657
        46     0.419215
        47     0.419237
        48     0.420439
        49     0.420828
        50     0.421481
        51     0.422462
        52     0.423196
        53     0.424028
        54     0.425598
        55     0.426222
        56     0.428201
        57     0.429489
        58     0.431436
        59     0.433346
        60     0.436121
        61     0.437957
        62     0.441922
        63     0.444187
        64     0.448561
        65     0.451751
        66     0.456259
        67     0.459876
        68     0.464271
        69     0.467416
        70     0.471243
        71     0.473021
        72     0.475531
        73     0.476597
        74     0.477642
        75     0.478364
        76     0.479372
        77     0.480072
        78     0.480998
        79     0.483051
        80     0.483807
        81     0.486771
        82     0.488559
        83     0.492028
        84     0.494393
        85     0.499124
        86     0.501732
