# Cycle: 36, status: ACC, move: ('wf', 9000, 2, 70)
#     Time       Orderp
         0     0.296193
         1     0.302293
         2     0.305622
         3     0.309380
         4     0.312148
         5     0.315932
         6     0.318940
         7     0.323444
         8     0.328187
         9     0.333121
        10     0.339007
        11     0.343507
        12     0.349642
        13     0.353793
        14     0.357807
        15     0.362229
        16     0.365515
        17     0.368479
        18     0.372016
        19     0.374356
        20     0.375927
        21     0.377972
        22     0.379038
        23     0.380403
        24     0.381599
        25     0.384180
        26     0.385968
        27     0.388705
        28     0.392303
        29     0.395421
        30     0.398818
        31     0.403343
        32     0.406234
        33     0.410855
        34     0.413985
        35     0.418497
        36     0.421615
        37     0.425909
        38     0.429221
        39     0.432902
        40     0.435788
        41     0.439160
        42     0.441417
        43     0.443775
        44     0.445962
        45     0.447797
        46     0.449378
        47     0.451424
        48     0.453535
        49     0.455207
        50     0.457943
        51     0.460476
        52     0.462744
        53     0.465791
        54     0.468858
        55     0.470923
        56     0.474498
        57     0.476612
        58     0.478833
        59     0.481486
        60     0.482901
        61     0.484742
        62     0.486837
        63     0.488027
        64     0.489744
        65     0.492380
        66     0.493058
        67     0.496250
        68     0.498331
        69     0.500669
