# Cycle: 65, status: ACC, move: ('wf', 9000, 2, 74)
#     Time       Orderp
         0     0.297631
         1     0.302916
         2     0.308114
         3     0.314234
         4     0.321042
         5     0.326402
         6     0.334374
         7     0.338988
         8     0.344802
         9     0.349107
        10     0.352973
        11     0.355895
        12     0.359969
        13     0.362849
        14     0.366429
        15     0.370178
        16     0.373847
        17     0.377625
        18     0.381180
        19     0.385164
        20     0.388193
        21     0.391364
        22     0.394535
        23     0.396996
        24     0.399259
        25     0.401656
        26     0.403310
        27     0.404226
        28     0.405902
        29     0.405831
        30     0.406516
        31     0.406296
        32     0.406521
        33     0.405851
        34     0.406029
        35     0.405297
        36     0.405395
        37     0.404464
        38     0.404687
        39     0.403617
        40     0.403527
        41     0.402968
        42     0.402460
        43     0.402187
        44     0.401776
        45     0.401058
        46     0.400602
        47     0.398969
        48     0.397637
        49     0.395792
        50     0.393375
        51     0.391386
        52     0.389223
        53     0.386834
        54     0.385088
        55     0.382605
        56     0.380568
        57     0.377973
        58     0.374918
        59     0.371555
        60     0.367731
        61     0.363187
        62     0.359070
        63     0.353806
        64     0.349712
        65     0.344346
        66     0.339783
        67     0.334709
        68     0.329772
        69     0.323758
        70     0.318972
        71     0.311680
        72     0.305877
        73     0.299041
