# Cycle: 86, status: ACC, move: None
#     Time       Orderp
         0     0.298497
         1     0.301757
         2     0.304188
         3     0.306413
         4     0.306740
         5     0.307694
         6     0.307566
         7     0.307093
         8     0.306386
         9     0.306532
        10     0.304855
        11     0.304679
        12     0.304070
        13     0.302224
        14     0.301745
        15     0.299573
