# Cycle: 4, status: ACC, move: ('wf', 9000, 2, 60)
#     Time       Orderp
         0     0.297286
         1     0.303732
         2     0.308028
         3     0.312517
         4     0.317247
         5     0.320403
         6     0.323495
         7     0.326530
         8     0.327731
         9     0.329979
        10     0.331872
        11     0.333033
        12     0.335541
        13     0.337957
        14     0.339558
        15     0.343196
        16     0.345375
        17     0.347298
        18     0.350579
        19     0.351536
        20     0.352595
        21     0.354919
        22     0.354518
        23     0.355583
        24     0.357219
        25     0.356184
        26     0.357648
        27     0.358134
        28     0.357157
        29     0.358166
        30     0.358238
        31     0.356688
        32     0.358180
        33     0.356626
        34     0.356071
        35     0.356088
        36     0.354689
        37     0.353021
        38     0.353166
        39     0.349864
        40     0.349089
        41     0.347281
        42     0.344727
        43     0.343183
        44     0.341875
        45     0.338700
        46     0.338212
        47     0.335664
        48     0.332616
        49     0.331186
        50     0.327086
        51     0.323631
        52     0.321244
        53     0.317310
        54     0.314295
        55     0.312505
        56     0.307664
        57     0.304652
        58     0.300092
        59     0.294126
