# Cycle: 31, status: ACC, move: ('wf', 9000, 2, 63)
#     Time       Orderp
         0     0.296322
         1     0.300242
         2     0.303995
         3     0.309323
         4     0.313021
         5     0.319244
         6     0.323664
         7     0.328745
         8     0.333413
         9     0.337781
        10     0.340773
        11     0.345231
        12     0.347446
        13     0.350692
        14     0.353405
        15     0.355643
        16     0.357722
        17     0.360270
        18     0.361542
        19     0.363661
        20     0.365963
        21     0.367030
        22     0.370201
        23     0.371554
        24     0.374034
        25     0.375755
        26     0.377940
        27     0.378104
        28     0.380359
        29     0.379407
        30     0.380169
        31     0.379509
        32     0.379269
        33     0.378480
        34     0.378364
        35     0.377657
        36     0.377488
        37     0.377401
        38     0.376786
        39     0.377185
        40     0.376067
        41     0.375992
        42     0.374369
        43     0.373750
        44     0.370884
        45     0.370290
        46     0.366351
        47     0.365164
        48     0.361085
        49     0.359024
        50     0.354765
        51     0.352750
        52     0.347692
        53     0.345718
        54     0.340325
        55     0.336762
        56     0.331183
        57     0.326344
        58     0.319480
        59     0.314432
        60     0.307038
        61     0.301276
        62     0.294349
