# Cycle: 26, status: ACC, move: ('wf', 9000, 2, 52)
#     Time       Orderp
         0     0.299577
         1     0.305785
         2     0.312294
         3     0.317986
         4     0.323507
         5     0.328235
         6     0.333588
         7     0.336918
         8     0.342064
         9     0.344700
        10     0.348569
        11     0.350660
        12     0.353673
        13     0.354583
        14     0.357672
        15     0.357985
        16     0.360764
        17     0.361537
        18     0.363761
        19     0.364421
        20     0.366717
        21     0.366407
        22     0.368173
        23     0.367872
        24     0.368162
        25     0.368405
        26     0.368118
        27     0.368146
        28     0.367783
        29     0.367771
        30     0.366178
        31     0.366555
        32     0.363419
        33     0.363193
        34     0.359693
        35     0.358452
        36     0.354900
        37     0.353769
        38     0.349873
        39     0.349111
        40     0.345456
        41     0.343878
        42     0.340633
        43     0.337691
        44     0.333612
        45     0.329405
        46     0.324472
        47     0.318732
        48     0.313647
        49     0.306463
        50     0.300838
        51     0.293104
