# Cycle: 7, status: ACC, move: ('wf', 9000, 2, 77)
#     Time       Orderp
         0     0.297237
         1     0.303140
         2     0.307972
         3     0.312410
         4     0.317170
         5     0.322918
         6     0.327082
         7     0.333546
         8     0.338253
         9     0.342838
        10     0.347899
        11     0.351400
        12     0.355079
        13     0.358976
        14     0.362256
        15     0.365210
        16     0.369123
        17     0.370825
        18     0.373876
        19     0.375840
        20     0.377561
        21     0.379533
        22     0.381855
        23     0.383119
        24     0.386209
        25     0.387814
        26     0.390080
        27     0.392293
        28     0.393726
        29     0.394556
        30     0.396345
        31     0.395950
        32     0.397053
        33     0.397521
        34     0.397735
        35     0.398441
        36     0.399347
        37     0.399152
        38     0.400371
        39     0.400380
        40     0.400019
        41     0.400548
        42     0.399385
        43     0.398600
        44     0.397943
        45     0.396669
        46     0.395242
        47     0.395313
        48     0.393225
        49     0.393465
        50     0.392282
        51     0.391489
        52     0.390446
        53     0.389677
        54     0.387442
        55     0.386642
        56     0.384285
        57     0.382130
        58     0.380141
        59     0.377002
        60     0.373770
        61     0.370553
        62     0.365896
        63     0.361858
        64     0.357244
        65     0.352594
        66     0.347887
        67     0.343770
        68     0.338869
        69     0.334855
        70     0.330468
        71     0.325213
        72     0.320466
        73     0.313993
        74     0.307058
        75     0.300622
        76     0.293421
