# Cycle: 84, status: ACC, move: ('wf', 9000, 2, 67)
#     Time       Orderp
         0     0.296096
         1     0.303599
         2     0.310983
         3     0.316737
         4     0.322520
         5     0.327556
         6     0.331693
         7     0.336288
         8     0.341214
         9     0.345422
        10     0.350922
        11     0.354978
        12     0.360087
        13     0.364446
        14     0.369332
        15     0.373386
        16     0.378994
        17     0.381752
        18     0.386386
        19     0.389354
        20     0.391486
        21     0.393690
        22     0.395704
        23     0.396269
        24     0.397985
        25     0.398954
        26     0.400247
        27     0.401791
        28     0.403500
        29     0.405782
        30     0.407918
        31     0.410540
        32     0.413472
        33     0.416299
        34     0.419248
        35     0.422743
        36     0.425650
        37     0.429026
        38     0.432220
        39     0.435566
        40     0.438159
        41     0.441611
        42     0.443924
        43     0.446368
        44     0.448757
        45     0.450543
        46     0.452261
        47     0.453822
        48     0.455505
        49     0.456584
        50     0.458544
        51     0.459869
        52     0.461947
        53     0.463327
        54     0.466027
        55     0.467309
        56     0.470052
        57     0.472066
        58     0.474549
        59     0.476926
        60     0.480032
        61     0.482431
        62     0.485910
        63     0.489101
        64     0.492796
        65     0.496433
        66     0.500671
