# Cycle: 71, status: ACC, move: ('wf', 9000, 2, 103)
#     Time       Orderp
         0     0.297356
         1     0.301179
         2     0.306670
         3     0.310908
         4     0.314171
         5     0.319609
         6     0.324711
         7     0.328754
         8     0.334976
         9     0.338747
        10     0.341950
        11     0.346275
        12     0.348782
        13     0.351882
        14     0.355903
        15     0.358494
        16     0.362374
        17     0.366493
        18     0.368943
        19     0.372835
        20     0.375923
        21     0.376685
        22     0.379633
        23     0.380838
        24     0.381656
        25     0.384333
        26     0.386164
        27     0.387851
        28     0.391635
        29     0.393599
        30     0.396863
        31     0.399975
        32     0.402751
        33     0.405127
        34     0.408270
        35     0.409980
        36     0.412443
        37     0.414359
        38     0.416165
        39     0.417729
        40     0.419078
        41     0.420675
        42     0.421009
        43     0.422578
        44     0.422529
        45     0.423282
        46     0.423183
        47     0.423939
        48     0.423259
        49     0.424606
        50     0.424118
        51     0.425217
        52     0.425460
        53     0.426390
        54     0.426750
        55     0.427122
        56     0.427755
        57     0.427268
        58     0.427055
        59     0.426777
        60     0.425817
        61     0.424088
        62     0.424470
        63     0.421385
        64     0.420943
        65     0.419770
        66     0.417737
        67     0.416675
        68     0.416297
        69     0.413721
        70     0.413942
        71     0.412482
        72     0.411001
        73     0.410769
        74     0.408837
        75     0.407794
        76     0.406420
        77     0.404559
        78     0.402566
        79     0.400817
        80     0.397330
        81     0.395288
        82     0.391227
        83     0.388166
        84     0.384240
        85     0.380723
        86     0.376975
        87     0.373388
        88     0.369686
        89     0.366615
        90     0.362250
        91     0.358814
        92     0.354448
        93     0.349100
        94     0.344369
        95     0.338645
        96     0.332871
        97     0.327503
        98     0.321326
        99     0.315488
       100     0.309893
       101     0.303735
       102     0.298363
