# Cycle: 90, status: ACC, move: ('wf', 9000, 2, 64)
#     Time       Orderp
         0     0.298410
         1     0.306192
         2     0.313427
         3     0.321620
         4     0.328042
         5     0.336017
         6     0.342284
         7     0.348504
         8     0.355089
         9     0.360391
        10     0.365811
        11     0.371478
        12     0.375717
        13     0.380212
        14     0.384801
        15     0.387518
        16     0.391514
        17     0.394137
        18     0.396915
        19     0.399087
        20     0.401917
        21     0.403201
        22     0.406058
        23     0.407485
        24     0.410240
        25     0.411847
        26     0.414984
        27     0.416978
        28     0.420095
        29     0.423032
        30     0.426134
        31     0.429704
        32     0.432884
        33     0.436492
        34     0.439599
        35     0.442314
        36     0.444609
        37     0.446989
        38     0.447722
        39     0.449811
        40     0.450503
        41     0.451787
        42     0.452628
        43     0.454359
        44     0.454860
        45     0.457008
        46     0.458160
        47     0.460167
        48     0.461883
        49     0.464406
        50     0.466211
        51     0.469245
        52     0.471509
        53     0.474721
        54     0.477558
        55     0.480620
        56     0.484011
        57     0.486882
        58     0.489601
        59     0.492980
        60     0.494615
        61     0.497093
        62     0.499324
        63     0.500280
