# Preparing propagation with AMS engine
# Trajectory label: 024_57452_1_trajB
# Initial file: /home/konrad/opt/infretis_new/infretis/examples/ams/water_dimer_many_workers/worker24/024_57452_1_conf.rkf
# Reversing velocities
# Initial config: /home/konrad/opt/infretis_new/infretis/examples/ams/water_dimer_many_workers/worker24/r_024_57452_1_conf.rkf
# Initial order parameter: 0.4209282219268653
0 0.4209282219268653
1 0.4196119151023519
2 0.4175889886677351
3 0.4170895009386161
4 0.416413702521855
5 0.4166748734574362
6 0.417333200839019
7 0.41855250215884987
8 0.42008063390056305
9 0.4219349287406152
10 0.42412511540799824
11 0.42611681460015743
12 0.42822409956169194
13 0.4298560194551314
14 0.431621393292019
15 0.4322134042336486
16 0.43328342385264357
17 0.43323876632906944
18 0.4327373117434325
19 0.4318604305139378
20 0.43033669864447627
21 0.4283414404990595
22 0.4263837643273823
23 0.4244743939503923
24 0.4232258093864899
25 0.42166396304032494
26 0.42187052289483734
27 0.4217021057089724
28 0.422103133691939
29 0.4231827066974065
30 0.42374364556864397
31 0.424478567576429
32 0.42481758983573803
33 0.4248133120169214
34 0.4245994462568271
35 0.4236993684373898
36 0.4231614559921582
37 0.4220593872013288
38 0.4213179169585921
39 0.42064001101345405
40 0.4205841135655313
41 0.419993870657885
42 0.4209854649301971
43 0.42032817303895986
44 0.42096362482292526
45 0.42047863367423727
46 0.41987419952656574
47 0.41874667512419483
48 0.41774965658600527
49 0.4153652396469854
50 0.41377509701318593
# Propagation done.
