# Cycle: 93, status: ACC, move: ('sh', 0.2941659377509044, 24, 27)
#     Time       Orderp
         0     0.301301
         1     0.299045
         2     0.295772
         3     0.293690
         4     0.289588
         5     0.286075
         6     0.282858
         7     0.279338
         8     0.276108
         9     0.274590
        10     0.271544
        11     0.270620
        12     0.268913
        13     0.267538
        14     0.266545
        15     0.266185
        16     0.265524
        17     0.267531
        18     0.269382
        19     0.272376
        20     0.276966
        21     0.280693
        22     0.284479
        23     0.288147
        24     0.290671
        25     0.292845
        26     0.293955
        27     0.294166
        28     0.294404
        29     0.293798
        30     0.293673
        31     0.293698
        32     0.294570
        33     0.294218
        34     0.296245
        35     0.295830
        36     0.296872
        37     0.296410
        38     0.296300
        39     0.294120
        40     0.294036
        41     0.290510
        42     0.289495
        43     0.286917
        44     0.284302
        45     0.282245
        46     0.280120
        47     0.277208
        48     0.275710
        49     0.273871
        50     0.271699
        51     0.271530
        52     0.269911
        53     0.269730
        54     0.269447
        55     0.269136
        56     0.269492
        57     0.271550
        58     0.272335
        59     0.275718
        60     0.278343
        61     0.281158
        62     0.284245
        63     0.287432
        64     0.289549
        65     0.292659
        66     0.294475
        67     0.296660
        68     0.298170
        69     0.299473
        70     0.300432
