# Cycle: 32, status: ACC, move: ('wf', 9000, 1, 77)
#     Time       Orderp
         0     0.297676
         1     0.302104
         2     0.306022
         3     0.310734
         4     0.316653
         5     0.320274
         6     0.323807
         7     0.326582
         8     0.328627
         9     0.330847
        10     0.333661
        11     0.335516
        12     0.339102
        13     0.341998
        14     0.344824
        15     0.349002
        16     0.352347
        17     0.354904
        18     0.359730
        19     0.362630
        20     0.366577
        21     0.371208
        22     0.375167
        23     0.379294
        24     0.383771
        25     0.387186
        26     0.391130
        27     0.394202
        28     0.397355
        29     0.400278
        30     0.402458
        31     0.404822
        32     0.406552
        33     0.408147
        34     0.408946
        35     0.411316
        36     0.411502
        37     0.413879
        38     0.415863
        39     0.417956
        40     0.420391
        41     0.424693
        42     0.426514
        43     0.431334
        44     0.434534
        45     0.438018
        46     0.441272
        47     0.444421
        48     0.446640
        49     0.449065
        50     0.450945
        51     0.452731
        52     0.453842
        53     0.455635
        54     0.456489
        55     0.457274
        56     0.458966
        57     0.459649
        58     0.460225
        59     0.463183
        60     0.463128
        61     0.465985
        62     0.468244
        63     0.470195
        64     0.472661
        65     0.475974
        66     0.477391
        67     0.480688
        68     0.482951
        69     0.484813
        70     0.487458
        71     0.489433
        72     0.491135
        73     0.493698
        74     0.495601
        75     0.497321
        76     0.500482
