# Cycle: 44, status: ACC, move: None
#     Time       Orderp
         0     0.299521
         1     0.301226
         2     0.302870
         3     0.303338
         4     0.303990
         5     0.304365
         6     0.305142
         7     0.304789
         8     0.305530
         9     0.304678
        10     0.304850
        11     0.304885
        12     0.305418
        13     0.305139
        14     0.304903
        15     0.302478
        16     0.300161
        17     0.297285
