# Cycle: 24, status: ACC, move: ('wf', 9000, 2, 41)
#     Time       Orderp
         0     0.298016
         1     0.306817
         2     0.315724
         3     0.324264
         4     0.332384
         5     0.340094
         6     0.347319
         7     0.353763
         8     0.361166
         9     0.366422
        10     0.373309
        11     0.378810
        12     0.384117
        13     0.388871
        14     0.394917
        15     0.397405
        16     0.403946
        17     0.407604
        18     0.412490
        19     0.417826
        20     0.423159
        21     0.427953
        22     0.433879
        23     0.438885
        24     0.443907
        25     0.449065
        26     0.453496
        27     0.458423
        28     0.462138
        29     0.467026
        30     0.470416
        31     0.474381
        32     0.478214
        33     0.481307
        34     0.484655
        35     0.488106
        36     0.490699
        37     0.493570
        38     0.497456
        39     0.498689
        40     0.503490
