# Cycle: 83, status: ACC, move: ('wf', 9000, 2, 70)
#     Time       Orderp
         0     0.296782
         1     0.302942
         2     0.308616
         3     0.313733
         4     0.318490
         5     0.322341
         6     0.325916
         7     0.328963
         8     0.332298
         9     0.335159
        10     0.338535
        11     0.341842
        12     0.345130
        13     0.348616
        14     0.351819
        15     0.354529
        16     0.357005
        17     0.359073
        18     0.359845
        19     0.361880
        20     0.361944
        21     0.363543
        22     0.364311
        23     0.365818
        24     0.366558
        25     0.369130
        26     0.368950
        27     0.371448
        28     0.371513
        29     0.372357
        30     0.372534
        31     0.373162
        32     0.372278
        33     0.373234
        34     0.372426
        35     0.372304
        36     0.372495
        37     0.371538
        38     0.371250
        39     0.370662
        40     0.369492
        41     0.368098
        42     0.367975
        43     0.365216
        44     0.365633
        45     0.363570
        46     0.363093
        47     0.361454
        48     0.360802
        49     0.358079
        50     0.357254
        51     0.354177
        52     0.352136
        53     0.349490
        54     0.346727
        55     0.343732
        56     0.341408
        57     0.338161
        58     0.335809
        59     0.333683
        60     0.330518
        61     0.328840
        62     0.325643
        63     0.322593
        64     0.319149
        65     0.315755
        66     0.310548
        67     0.307616
        68     0.301481
        69     0.297623
