# Cycle: 3, status: ACC, move: ('wf', 9000, 2, 64)
#     Time       Orderp
         0     0.297409
         1     0.304381
         2     0.312635
         3     0.319450
         4     0.325079
         5     0.331248
         6     0.336612
         7     0.340795
         8     0.346141
         9     0.351161
        10     0.354955
        11     0.361289
        12     0.365922
        13     0.371080
        14     0.376916
        15     0.381609
        16     0.386112
        17     0.391393
        18     0.394857
        19     0.399654
        20     0.403927
        21     0.407857
        22     0.412592
        23     0.416515
        24     0.420756
        25     0.424800
        26     0.428150
        27     0.431626
        28     0.434370
        29     0.436681
        30     0.439323
        31     0.440635
        32     0.443630
        33     0.445271
        34     0.447531
        35     0.450841
        36     0.453402
        37     0.455751
        38     0.460340
        39     0.462361
        40     0.465342
        41     0.469032
        42     0.470803
        43     0.473197
        44     0.475565
        45     0.477453
        46     0.478315
        47     0.480577
        48     0.481333
        49     0.481839
        50     0.482638
        51     0.483725
        52     0.482854
        53     0.484395
        54     0.485198
        55     0.485642
        56     0.487389
        57     0.489547
        58     0.490527
        59     0.493326
        60     0.495189
        61     0.497679
        62     0.498989
        63     0.501966
