# Cycle: 25, status: ACC, move: None
#     Time       Orderp
         0     0.296589
         1     0.301426
         2     0.305219
         3     0.309159
         4     0.311948
         5     0.314188
         6     0.316035
         7     0.316876
         8     0.318257
         9     0.319095
        10     0.321061
        11     0.322241
        12     0.325119
        13     0.326514
        14     0.328920
        15     0.329748
        16     0.330825
        17     0.330821
        18     0.330033
        19     0.328906
        20     0.326562
        21     0.324299
        22     0.321110
        23     0.318897
        24     0.315859
        25     0.313995
        26     0.311136
        27     0.309248
        28     0.306080
        29     0.303667
        30     0.300789
        31     0.298294
