# Cycle: 50, status: ACC, move: ('wf', 9000, 1, 64)
#     Time       Orderp
         0     0.295354
         1     0.303211
         2     0.309182
         3     0.315352
         4     0.320741
         5     0.326193
         6     0.330470
         7     0.335910
         8     0.340520
         9     0.345231
        10     0.350266
        11     0.355156
        12     0.359758
        13     0.364550
        14     0.369075
        15     0.372764
        16     0.377304
        17     0.379885
        18     0.383834
        19     0.386396
        20     0.390050
        21     0.392468
        22     0.396983
        23     0.399289
        24     0.404068
        25     0.406497
        26     0.411135
        27     0.413336
        28     0.417005
        29     0.419295
        30     0.422114
        31     0.423757
        32     0.426592
        33     0.428018
        34     0.430203
        35     0.432056
        36     0.434109
        37     0.435734
        38     0.438173
        39     0.440153
        40     0.442547
        41     0.445036
        42     0.447797
        43     0.450370
        44     0.453315
        45     0.456254
        46     0.459103
        47     0.462368
        48     0.465086
        49     0.468739
        50     0.471145
        51     0.474585
        52     0.477405
        53     0.479924
        54     0.482774
        55     0.485310
        56     0.487306
        57     0.489746
        58     0.491834
        59     0.493303
        60     0.495848
        61     0.496769
        62     0.499214
        63     0.500320
