# Cycle: 18, status: ACC, move: ('wf', 9000, 2, 89)
#     Time       Orderp
         0     0.299841
         1     0.305046
         2     0.308252
         3     0.313698
         4     0.316977
         5     0.321782
         6     0.326011
         7     0.330756
         8     0.335521
         9     0.341325
        10     0.345565
        11     0.350002
        12     0.354675
        13     0.355851
        14     0.359158
        15     0.360982
        16     0.362886
        17     0.365376
        18     0.368622
        19     0.370714
        20     0.375770
        21     0.378658
        22     0.383114
        23     0.388001
        24     0.391347
        25     0.395035
        26     0.398859
        27     0.401166
        28     0.403365
        29     0.406959
        30     0.407592
        31     0.411143
        32     0.412545
        33     0.414607
        34     0.416116
        35     0.418126
        36     0.418089
        37     0.420439
        38     0.420523
        39     0.422428
        40     0.423563
        41     0.425810
        42     0.427625
        43     0.430465
        44     0.433055
        45     0.436198
        46     0.439262
        47     0.442320
        48     0.445480
        49     0.447684
        50     0.450804
        51     0.451800
        52     0.454292
        53     0.455103
        54     0.456243
        55     0.457156
        56     0.458531
        57     0.458540
        58     0.460670
        59     0.461837
        60     0.462726
        61     0.465871
        62     0.467120
        63     0.469571
        64     0.472238
        65     0.474582
        66     0.476149
        67     0.479615
        68     0.479750
        69     0.482786
        70     0.483186
        71     0.484899
        72     0.485463
        73     0.487259
        74     0.486688
        75     0.488800
        76     0.488403
        77     0.488927
        78     0.490042
        79     0.490197
        80     0.490735
        81     0.492368
        82     0.492969
        83     0.493850
        84     0.496085
        85     0.496313
        86     0.498466
        87     0.499079
        88     0.500823
